metric,domain_a,domain_b,threshold,top_k,layer,layer_ordinal,intersection,overlap_fraction,jaccard_similarity
gate_mass,coding,reasoning,0.1,7,8,8,2,0.2857142857142857,0.16666666666666666
gate_mass,coding,reasoning,0.1,7,9,9,3,0.42857142857142855,0.2727272727272727
gate_mass,coding,reasoning,0.1,7,10,10,2,0.2857142857142857,0.16666666666666666
gate_mass,coding,reasoning,0.1,7,11,11,3,0.42857142857142855,0.2727272727272727
gate_mass,coding,reasoning,0.1,7,12,12,3,0.42857142857142855,0.2727272727272727
gate_mass,coding,reasoning,0.1,7,13,13,3,0.42857142857142855,0.2727272727272727
gate_mass,coding,reasoning,0.1,7,14,14,3,0.42857142857142855,0.2727272727272727
gate_mass,coding,reasoning,0.1,7,15,15,2,0.2857142857142857,0.16666666666666666
gate_mass,coding,reasoning,0.1,7,average,average,2.25,0.3214285714285714,0.19624125874125872
gate_mass,coding,reasoning,0.25,16,0,0,6,0.375,0.23076923076923078
gate_mass,coding,reasoning,0.25,16,1,1,7,0.4375,0.28
gate_mass,coding,reasoning,0.25,16,2,2,8,0.5,0.3333333333333333
gate_mass,coding,reasoning,0.25,16,3,3,7,0.4375,0.28
gate_mass,coding,reasoning,0.25,16,4,4,9,0.5625,0.391304347826087
gate_mass,coding,reasoning,0.25,16,5,5,9,0.5625,0.391304347826087
gate_mass,coding,reasoning,0.25,16,6,6,11,0.6875,0.5238095238095238
gate_mass,coding,reasoning,0.25,16,7,7,8,0.5,0.3333333333333333
gate_mass,coding,reasoning,0.25,16,8,8,9,0.5625,0.391304347826087
gate_mass,coding,reasoning,0.25,16,9,9,8,0.5,0.3333333333333333
gate_mass,coding,reasoning,0.25,16,10,10,10,0.625,0.45454545454545453
gate_mass,coding,reasoning,0.25,16,11,11,9,0.5625,0.391304347826087
gate_mass,coding,reasoning,0.25,16,12,12,9,0.5625,0.391304347826087
gate_mass,coding,reasoning,0.25,16,13,13,8,0.5,0.3333333333333333
gate_mass,coding,reasoning,0.25,16,14,14,7,0.4375,0.28
gate_mass,coding,reasoning,0.25,16,15,15,9,0.5625,0.391304347826087
gate_mass,coding,reasoning,0.25,16,average,average,8.375,0.5234375,0.358142726838379
gate_mass,coding,reasoning,0.5,32,0,0,21,0.65625,0.4883720930232558
gate_mass,coding,reasoning,0.5,32,1,1,18,0.5625,0.391304347826087
gate_mass,coding,reasoning,0.5,32,2,2,20,0.625,0.45454545454545453
gate_mass,coding,reasoning,0.5,32,3,3,22,0.6875,0.5238095238095238
gate_mass,coding,reasoning,0.5,32,4,4,24,0.75,0.6
gate_mass,coding,reasoning,0.5,32,5,5,20,0.625,0.45454545454545453
gate_mass,coding,reasoning,0.5,32,6,6,24,0.75,0.6
gate_mass,coding,reasoning,0.5,32,7,7,23,0.71875,0.5609756097560976
gate_mass,coding,reasoning,0.5,32,8,8,22,0.6875,0.5238095238095238
gate_mass,coding,reasoning,0.5,32,9,9,20,0.625,0.45454545454545453
gate_mass,coding,reasoning,0.5,32,10,10,19,0.59375,0.4222222222222222
gate_mass,coding,reasoning,0.5,32,11,11,18,0.5625,0.391304347826087
gate_mass,coding,reasoning,0.5,32,12,12,18,0.5625,0.391304347826087
gate_mass,coding,reasoning,0.5,32,13,13,16,0.5,0.3333333333333333
gate_mass,coding,reasoning,0.5,32,14,14,19,0.59375,0.4222222222222222
gate_mass,coding,reasoning,0.5,32,15,15,19,0.59375,0.4222222222222222
gate_mass,coding,reasoning,0.5,32,average,average,20.1875,0.630859375,0.4646572598445641
functional_contribution,general,math,0.1,7,0,0,3,0.42857142857142855,0.2727272727272727
functional_contribution,general,math,0.1,7,1,1,5,0.7142857142857143,0.5555555555555556
functional_contribution,general,math,0.1,7,2,2,5,0.7142857142857143,0.5555555555555556
functional_contribution,general,math,0.1,7,3,3,3,0.42857142857142855,0.2727272727272727
functional_contribution,general,math,0.1,7,4,4,3,0.42857142857142855,0.2727272727272727
functional_contribution,general,math,0.1,7,5,5,1,0.14285714285714285,0.07692307692307693
functional_contribution,general,math,0.1,7,6,6,2,0.2857142857142857,0.16666666666666666
functional_contribution,general,math,0.1,7,7,7,1,0.14285714285714285,0.07692307692307693
functional_contribution,general,math,0.1,7,8,8,2,0.2857142857142857,0.16666666666666666
functional_contribution,general,math,0.1,7,9,9,3,0.42857142857142855,0.2727272727272727
functional_contribution,general,math,0.1,7,10,10,1,0.14285714285714285,0.07692307692307693
functional_contribution,general,math,0.1,7,11,11,2,0.2857142857142857,0.16666666666666666
functional_contribution,general,math,0.1,7,12,12,4,0.5714285714285714,0.4
functional_contribution,general,math,0.1,7,13,13,1,0.14285714285714285,0.07692307692307693
functional_contribution,general,math,0.1,7,14,14,2,0.2857142857142857,0.16666666666666666
functional_contribution,general,math,0.1,7,15,15,3,0.42857142857142855,0.2727272727272727
functional_contribution,general,math,0.1,7,average,average,2.5625,0.36607142857142855,0.24056915306915308
functional_contribution,general,math,0.25,16,0,0,6,0.375,0.23076923076923078
functional_contribution,general,math,0.25,16,1,1,8,0.5,0.3333333333333333
functional_contribution,general,math,0.25,16,2,2,9,0.5625,0.391304347826087
functional_contribution,general,math,0.25,16,3,3,7,0.4375,0.28
functional_contribution,general,math,0.25,16,4,4,7,0.4375,0.28
functional_contribution,general,math,0.25,16,5,5,8,0.5,0.3333333333333333
functional_contribution,general,math,0.25,16,6,6,7,0.4375,0.28
functional_contribution,general,math,0.25,16,7,7,8,0.5,0.3333333333333333
functional_contribution,general,math,0.25,16,8,8,4,0.25,0.14285714285714285
functional_contribution,general,math,0.25,16,9,9,5,0.3125,0.18518518518518517
functional_contribution,general,math,0.25,16,10,10,7,0.4375,0.28
functional_contribution,general,math,0.25,16,11,11,6,0.375,0.23076923076923078
functional_contribution,general,math,0.25,16,12,12,7,0.4375,0.28
functional_contribution,general,math,0.25,16,13,13,8,0.5,0.3333333333333333
functional_contribution,general,math,0.25,16,14,14,7,0.4375,0.28
functional_contribution,general,math,0.25,16,15,15,9,0.5625,0.391304347826087
functional_contribution,general,math,0.25,16,average,average,7.0625,0.44140625,0.28659517616039354
functional_contribution,general,math,0.5,32,0,0,20,0.625,0.45454545454545453
functional_contribution,general,math,0.5,32,1,1,17,0.53125,0.3617021276595745
functional_contribution,general,math,0.5,32,2,2,21,0.65625,0.4883720930232558
functional_contribution,general,math,0.5,32,3,3,19,0.59375,0.4222222222222222
functional_contribution,general,math,0.5,32,4,4,19,0.59375,0.4222222222222222
functional_contribution,general,math,0.5,32,5,5,20,0.625,0.45454545454545453
functional_contribution,general,math,0.5,32,6,6,20,0.625,0.45454545454545453
functional_contribution,general,math,0.5,32,7,7,18,0.5625,0.391304347826087
functional_contribution,general,math,0.5,32,8,8,22,0.6875,0.5238095238095238
functional_contribution,general,math,0.5,32,9,9,19,0.59375,0.4222222222222222
functional_contribution,general,math,0.5,32,10,10,19,0.59375,0.4222222222222222
functional_contribution,general,math,0.5,32,11,11,22,0.6875,0.5238095238095238
functional_contribution,general,math,0.5,32,12,12,21,0.65625,0.4883720930232558
functional_contribution,general,math,0.5,32,13,13,21,0.65625,0.4883720930232558
functional_contribution,general,math,0.5,32,14,14,21,0.65625,0.4883720930232558
functional_contribution,general,math,0.5,32,15,15,22,0.6875,0.5238095238095238
functional_contribution,general,math,0.5,32,average,average,20.0625,0.626953125,0.45815304197078177
functional_contribution,general,coding,0.1,7,0,0,2,0.2857142857142857,0.16666666666666666
functional_contribution,general,coding,0.1,7,1,1,4,0.5714285714285714,0.4
functional_contribution,general,coding,0.1,7,2,2,1,0.14285714285714285,0.07692307692307693
functional_contribution,general,coding,0.1,7,3,3,2,0.2857142857142857,0.16666666666666666
functional_contribution,general,coding,0.1,7,4,4,1,0.14285714285714285,0.07692307692307693
functional_contribution,general,coding,0.1,7,5,5,2,0.2857142857142857,0.16666666666666666
functional_contribution,general,coding,0.1,7,6,6,2,0.2857142857142857,0.16666666666666666
functional_contribution,general,coding,0.1,7,7,7,0,0.0,0.0
functional_contribution,general,coding,0.1,7,8,8,1,0.14285714285714285,0.07692307692307693
functional_contribution,general,coding,0.1,7,9,9,3,0.42857142857142855,0.2727272727272727
functional_contribution,general,coding,0.1,7,10,10,1,0.14285714285714285,0.07692307692307693
functional_contribution,general,coding,0.1,7,11,11,2,0.2857142857142857,0.16666666666666666
functional_contribution,general,coding,0.1,7,12,12,2,0.2857142857142857,0.16666666666666666
functional_contribution,general,coding,0.1,7,13,13,0,0.0,0.0
functional_contribution,general,coding,0.1,7,14,14,1,0.14285714285714285,0.07692307692307693
functional_contribution,general,coding,0.1,7,15,15,2,0.2857142857142857,0.16666666666666666
functional_contribution,general,coding,0.1,7,average,average,1.625,0.23214285714285712,0.13900058275058275
functional_contribution,general,coding,0.25,16,0,0,4,0.25,0.14285714285714285
functional_contribution,general,coding,0.25,16,1,1,7,0.4375,0.28
functional_contribution,general,coding,0.25,16,2,2,6,0.375,0.23076923076923078
functional_contribution,general,coding,0.25,16,3,3,7,0.4375,0.28
functional_contribution,general,coding,0.25,16,4,4,4,0.25,0.14285714285714285
functional_contribution,general,coding,0.25,16,5,5,6,0.375,0.23076923076923078
functional_contribution,general,coding,0.25,16,6,6,7,0.4375,0.28
functional_contribution,general,coding,0.25,16,7,7,5,0.3125,0.18518518518518517
functional_contribution,general,coding,0.25,16,8,8,4,0.25,0.14285714285714285
functional_contribution,general,coding,0.25,16,9,9,6,0.375,0.23076923076923078
functional_contribution,general,coding,0.25,16,10,10,5,0.3125,0.18518518518518517
functional_contribution,general,coding,0.25,16,11,11,5,0.3125,0.18518518518518517
functional_contribution,general,coding,0.25,16,12,12,6,0.375,0.23076923076923078
functional_contribution,general,coding,0.25,16,13,13,4,0.25,0.14285714285714285
functional_contribution,general,coding,0.25,16,14,14,4,0.25,0.14285714285714285
functional_contribution,general,coding,0.25,16,15,15,5,0.3125,0.18518518518518517
functional_contribution,general,coding,0.25,16,average,average,5.3125,0.33203125,0.20113146113146113
functional_contribution,general,coding,0.5,32,0,0,17,0.53125,0.3617021276595745
functional_contribution,general,coding,0.5,32,1,1,16,0.5,0.3333333333333333
functional_contribution,general,coding,0.5,32,2,2,17,0.53125,0.3617021276595745
functional_contribution,general,coding,0.5,32,3,3,16,0.5,0.3333333333333333
functional_contribution,general,coding,0.5,32,4,4,16,0.5,0.3333333333333333
functional_contribution,general,coding,0.5,32,5,5,16,0.5,0.3333333333333333
functional_contribution,general,coding,0.5,32,6,6,19,0.59375,0.4222222222222222
functional_contribution,general,coding,0.5,32,7,7,19,0.59375,0.4222222222222222
functional_contribution,general,coding,0.5,32,8,8,18,0.5625,0.391304347826087
functional_contribution,general,coding,0.5,32,9,9,18,0.5625,0.391304347826087
functional_contribution,general,coding,0.5,32,10,10,14,0.4375,0.28
functional_contribution,general,coding,0.5,32,11,11,17,0.53125,0.3617021276595745
functional_contribution,general,coding,0.5,32,12,12,19,0.59375,0.4222222222222222
functional_contribution,general,coding,0.5,32,13,13,17,0.53125,0.3617021276595745
functional_contribution,general,coding,0.5,32,14,14,15,0.46875,0.30612244897959184
functional_contribution,general,coding,0.5,32,15,15,15,0.46875,0.30612244897959184
functional_contribution,general,coding,0.5,32,average,average,16.8125,0.525390625,0.35760388151560346
functional_contribution,general,reasoning,0.1,7,0,0,2,0.2857142857142857,0.16666666666666666
functional_contribution,general,reasoning,0.1,7,1,1,4,0.5714285714285714,0.4
functional_contribution,general,reasoning,0.1,7,2,2,3,0.42857142857142855,0.2727272727272727
functional_contribution,general,reasoning,0.1,7,3,3,2,0.2857142857142857,0.16666666666666666
functional_contribution,general,reasoning,0.1,7,4,4,3,0.42857142857142855,0.2727272727272727
functional_contribution,general,reasoning,0.1,7,5,5,2,0.2857142857142857,0.16666666666666666
functional_contribution,general,reasoning,0.1,7,6,6,3,0.42857142857142855,0.2727272727272727
functional_contribution,general,reasoning,0.1,7,7,7,1,0.14285714285714285,0.07692307692307693
functional_contribution,general,reasoning,0.1,7,8,8,4,0.5714285714285714,0.4
functional_contribution,general,reasoning,0.1,7,9,9,3,0.42857142857142855,0.2727272727272727
functional_contribution,general,reasoning,0.1,7,10,10,0,0.0,0.0
functional_contribution,general,reasoning,0.1,7,11,11,3,0.42857142857142855,0.2727272727272727
functional_contribution,general,reasoning,0.1,7,12,12,3,0.42857142857142855,0.2727272727272727
functional_contribution,general,reasoning,0.1,7,13,13,2,0.2857142857142857,0.16666666666666666
functional_contribution,general,reasoning,0.1,7,14,14,1,0.14285714285714285,0.07692307692307693
functional_contribution,general,reasoning,0.1,7,15,15,3,0.42857142857142855,0.2727272727272727
functional_contribution,general,reasoning,0.1,7,average,average,2.4375,0.3482142857142857,0.22060023310023308
functional_contribution,general,reasoning,0.25,16,0,0,5,0.3125,0.18518518518518517
functional_contribution,general,reasoning,0.25,16,1,1,8,0.5,0.3333333333333333
functional_contribution,general,reasoning,0.25,16,2,2,8,0.5,0.3333333333333333
functional_contribution,general,reasoning,0.25,16,3,3,6,0.375,0.23076923076923078
functional_contribution,general,reasoning,0.25,16,4,4,7,0.4375,0.28
functional_contribution,general,reasoning,0.25,16,5,5,7,0.4375,0.28
functional_contribution,general,reasoning,0.25,16,6,6,9,0.5625,0.391304347826087
functional_contribution,general,reasoning,0.25,16,7,7,7,0.4375,0.28
functional_contribution,general,reasoning,0.25,16,8,8,7,0.4375,0.28
functional_contribution,general,reasoning,0.25,16,9,9,7,0.4375,0.28
functional_contribution,general,reasoning,0.25,16,10,10,6,0.375,0.23076923076923078
functional_contribution,general,reasoning,0.25,16,11,11,6,0.375,0.23076923076923078
functional_contribution,general,reasoning,0.25,16,12,12,7,0.4375,0.28
functional_contribution,general,reasoning,0.25,16,13,13,9,0.5625,0.391304347826087
functional_contribution,general,reasoning,0.25,16,14,14,8,0.5,0.3333333333333333
functional_contribution,general,reasoning,0.25,16,15,15,9,0.5625,0.391304347826087
functional_contribution,general,reasoning,0.25,16,average,average,7.25,0.453125,0.29571287006069613
functional_contribution,general,reasoning,0.5,32,0,0,16,0.5,0.3333333333333333
functional_contribution,general,reasoning,0.5,32,1,1,17,0.53125,0.3617021276595745
functional_contribution,general,reasoning,0.5,32,2,2,20,0.625,0.45454545454545453
functional_contribution,general,reasoning,0.5,32,3,3,17,0.53125,0.3617021276595745
functional_contribution,general,reasoning,0.5,32,4,4,18,0.5625,0.391304347826087
functional_contribution,general,reasoning,0.5,32,5,5,17,0.53125,0.3617021276595745
functional_contribution,general,reasoning,0.5,32,6,6,20,0.625,0.45454545454545453
functional_contribution,general,reasoning,0.5,32,7,7,20,0.625,0.45454545454545453
functional_contribution,general,reasoning,0.5,32,8,8,20,0.625,0.45454545454545453
functional_contribution,general,reasoning,0.5,32,9,9,20,0.625,0.45454545454545453
functional_contribution,general,reasoning,0.5,32,10,10,19,0.59375,0.4222222222222222
functional_contribution,general,reasoning,0.5,32,11,11,20,0.625,0.45454545454545453
functional_contribution,general,reasoning,0.5,32,12,12,19,0.59375,0.4222222222222222
functional_contribution,general,reasoning,0.5,32,13,13,20,0.625,0.45454545454545453
functional_contribution,general,reasoning,0.5,32,14,14,22,0.6875,0.5238095238095238
functional_contribution,general,reasoning,0.5,32,15,15,20,0.625,0.45454545454545453
functional_contribution,general,reasoning,0.5,32,average,average,19.0625,0.595703125,0.4258976042972343
functional_contribution,math,coding,0.1,7,0,0,3,0.42857142857142855,0.2727272727272727
functional_contribution,math,coding,0.1,7,1,1,5,0.7142857142857143,0.5555555555555556
functional_contribution,math,coding,0.1,7,2,2,2,0.2857142857142857,0.16666666666666666
functional_contribution,math,coding,0.1,7,3,3,3,0.42857142857142855,0.2727272727272727
functional_contribution,math,coding,0.1,7,4,4,3,0.42857142857142855,0.2727272727272727
functional_contribution,math,coding,0.1,7,5,5,2,0.2857142857142857,0.16666666666666666
functional_contribution,math,coding,0.1,7,6,6,4,0.5714285714285714,0.4
functional_contribution,math,coding,0.1,7,7,7,3,0.42857142857142855,0.2727272727272727
functional_contribution,math,coding,0.1,7,8,8,4,0.5714285714285714,0.4
functional_contribution,math,coding,0.1,7,9,9,5,0.7142857142857143,0.5555555555555556
functional_contribution,math,coding,0.1,7,10,10,3,0.42857142857142855,0.2727272727272727
functional_contribution,math,coding,0.1,7,11,11,3,0.42857142857142855,0.2727272727272727
functional_contribution,math,coding,0.1,7,12,12,3,0.42857142857142855,0.2727272727272727
functional_contribution,math,coding,0.1,7,13,13,1,0.14285714285714285,0.07692307692307693
functional_contribution,math,coding,0.1,7,14,14,3,0.42857142857142855,0.2727272727272727
functional_contribution,math,coding,0.1,7,15,15,4,0.5714285714285714,0.4
functional_contribution,math,coding,0.1,7,average,average,3.1875,0.45535714285714285,0.30644910644910645
functional_contribution,math,coding,0.25,16,0,0,9,0.5625,0.391304347826087
functional_contribution,math,coding,0.25,16,1,1,7,0.4375,0.28
functional_contribution,math,coding,0.25,16,2,2,11,0.6875,0.5238095238095238
functional_contribution,math,coding,0.25,16,3,3,9,0.5625,0.391304347826087
functional_contribution,math,coding,0.25,16,4,4,10,0.625,0.45454545454545453
functional_contribution,math,coding,0.25,16,5,5,10,0.625,0.45454545454545453
functional_contribution,math,coding,0.25,16,6,6,11,0.6875,0.5238095238095238
functional_contribution,math,coding,0.25,16,7,7,10,0.625,0.45454545454545453
functional_contribution,math,coding,0.25,16,8,8,11,0.6875,0.5238095238095238
functional_contribution,math,coding,0.25,16,9,9,8,0.5,0.3333333333333333
functional_contribution,math,coding,0.25,16,10,10,11,0.6875,0.5238095238095238
functional_contribution,math,coding,0.25,16,11,11,9,0.5625,0.391304347826087
functional_contribution,math,coding,0.25,16,12,12,9,0.5625,0.391304347826087
functional_contribution,math,coding,0.25,16,13,13,6,0.375,0.23076923076923078
functional_contribution,math,coding,0.25,16,14,14,7,0.4375,0.28
functional_contribution,math,coding,0.25,16,15,15,8,0.5,0.3333333333333333
functional_contribution,math,coding,0.25,16,average,average,9.125,0.5703125,0.405095484225919
functional_contribution,math,coding,0.5,32,0,0,19,0.59375,0.4222222222222222
functional_contribution,math,coding,0.5,32,1,1,19,0.59375,0.4222222222222222
functional_contribution,math,coding,0.5,32,2,2,22,0.6875,0.5238095238095238
functional_contribution,math,coding,0.5,32,3,3,24,0.75,0.6
functional_contribution,math,coding,0.5,32,4,4,21,0.65625,0.4883720930232558
functional_contribution,math,coding,0.5,32,5,5,23,0.71875,0.5609756097560976
functional_contribution,math,coding,0.5,32,6,6,24,0.75,0.6
functional_contribution,math,coding,0.5,32,7,7,24,0.75,0.6
functional_contribution,math,coding,0.5,32,8,8,25,0.78125,0.6410256410256411
functional_contribution,math,coding,0.5,32,9,9,21,0.65625,0.4883720930232558
functional_contribution,math,coding,0.5,32,10,10,20,0.625,0.45454545454545453
functional_contribution,math,coding,0.5,32,11,11,21,0.65625,0.4883720930232558
functional_contribution,math,coding,0.5,32,12,12,17,0.53125,0.3617021276595745
functional_contribution,math,coding,0.5,32,13,13,19,0.59375,0.4222222222222222
functional_contribution,math,coding,0.5,32,14,14,23,0.71875,0.5609756097560976
functional_contribution,math,coding,0.5,32,15,15,19,0.59375,0.4222222222222222
functional_contribution,math,coding,0.5,32,average,average,21.3125,0.666015625,0.5035649459069403
functional_contribution,math,reasoning,0.1,7,0,0,3,0.42857142857142855,0.2727272727272727
functional_contribution,math,reasoning,0.1,7,1,1,5,0.7142857142857143,0.5555555555555556
functional_contribution,math,reasoning,0.1,7,2,2,3,0.42857142857142855,0.2727272727272727
functional_contribution,math,reasoning,0.1,7,3,3,4,0.5714285714285714,0.4
functional_contribution,math,reasoning,0.1,7,4,4,3,0.42857142857142855,0.2727272727272727
functional_contribution,math,reasoning,0.1,7,5,5,3,0.42857142857142855,0.2727272727272727
functional_contribution,math,reasoning,0.1,7,6,6,5,0.7142857142857143,0.5555555555555556
functional_contribution,math,reasoning,0.1,7,7,7,3,0.42857142857142855,0.2727272727272727
functional_contribution,math,reasoning,0.1,7,8,8,3,0.42857142857142855,0.2727272727272727
functional_contribution,math,reasoning,0.1,7,9,9,4,0.5714285714285714,0.4
functional_contribution,math,reasoning,0.1,7,10,10,2,0.2857142857142857,0.16666666666666666
functional_contribution,math,reasoning,0.1,7,11,11,3,0.42857142857142855,0.2727272727272727
functional_contribution,math,reasoning,0.1,7,12,12,3,0.42857142857142855,0.2727272727272727
functional_contribution,math,reasoning,0.1,7,13,13,4,0.5714285714285714,0.4
functional_contribution,math,reasoning,0.1,7,14,14,5,0.7142857142857143,0.5555555555555556
functional_contribution,math,reasoning,0.1,7,15,15,6,0.8571428571428571,0.75
functional_contribution,math,reasoning,0.1,7,average,average,3.6875,0.5267857142857142,0.3728219696969697
functional_contribution,math,reasoning,0.25,16,0,0,9,0.5625,0.391304347826087
functional_contribution,math,reasoning,0.25,16,1,1,11,0.6875,0.5238095238095238
functional_contribution,math,reasoning,0.25,16,2,2,9,0.5625,0.391304347826087
functional_contribution,math,reasoning,0.25,16,3,3,10,0.625,0.45454545454545453
functional_contribution,math,reasoning,0.25,16,4,4,10,0.625,0.45454545454545453
functional_contribution,math,reasoning,0.25,16,5,5,9,0.5625,0.391304347826087
functional_contribution,math,reasoning,0.25,16,6,6,12,0.75,0.6
functional_contribution,math,reasoning,0.25,16,7,7,13,0.8125,0.6842105263157895
functional_contribution,math,reasoning,0.25,16,8,8,10,0.625,0.45454545454545453
functional_contribution,math,reasoning,0.25,16,9,9,11,0.6875,0.5238095238095238
functional_contribution,math,reasoning,0.25,16,10,10,10,0.625,0.45454545454545453
functional_contribution,math,reasoning,0.25,16,11,11,10,0.625,0.45454545454545453
functional_contribution,math,reasoning,0.25,16,12,12,9,0.5625,0.391304347826087
functional_contribution,math,reasoning,0.25,16,13,13,12,0.75,0.6
functional_contribution,math,reasoning,0.25,16,14,14,11,0.6875,0.5238095238095238
functional_contribution,math,reasoning,0.25,16,15,15,12,0.75,0.6
functional_contribution,math,reasoning,0.25,16,average,average,10.5,0.65625,0.49334898511099884
functional_contribution,math,reasoning,0.5,32,0,0,21,0.65625,0.4883720930232558
functional_contribution,math,reasoning,0.5,32,1,1,24,0.75,0.6
functional_contribution,math,reasoning,0.5,32,2,2,22,0.6875,0.5238095238095238
functional_contribution,math,reasoning,0.5,32,3,3,23,0.71875,0.5609756097560976
functional_contribution,math,reasoning,0.5,32,4,4,24,0.75,0.6
functional_contribution,math,reasoning,0.5,32,5,5,22,0.6875,0.5238095238095238
functional_contribution,math,reasoning,0.5,32,6,6,25,0.78125,0.6410256410256411
functional_contribution,math,reasoning,0.5,32,7,7,24,0.75,0.6
functional_contribution,math,reasoning,0.5,32,8,8,26,0.8125,0.6842105263157895
functional_contribution,math,reasoning,0.5,32,9,9,25,0.78125,0.6410256410256411
functional_contribution,math,reasoning,0.5,32,10,10,25,0.78125,0.6410256410256411
functional_contribution,math,reasoning,0.5,32,11,11,26,0.8125,0.6842105263157895
functional_contribution,math,reasoning,0.5,32,12,12,25,0.78125,0.6410256410256411
functional_contribution,math,reasoning,0.5,32,13,13,26,0.8125,0.6842105263157895
functional_contribution,math,reasoning,0.5,32,14,14,26,0.8125,0.6842105263157895
functional_contribution,math,reasoning,0.5,32,15,15,26,0.8125,0.6842105263157895
functional_contribution,math,reasoning,0.5,32,average,average,24.375,0.76171875,0.6176326216299945
functional_contribution,coding,reasoning,0.1,7,0,0,3,0.42857142857142855,0.2727272727272727
functional_contribution,coding,reasoning,0.1,7,1,1,5,0.7142857142857143,0.5555555555555556
functional_contribution,coding,reasoning,0.1,7,2,2,1,0.14285714285714285,0.07692307692307693
functional_contribution,coding,reasoning,0.1,7,3,3,1,0.14285714285714285,0.07692307692307693
functional_contribution,coding,reasoning,0.1,7,4,4,2,0.2857142857142857,0.16666666666666666
functional_contribution,coding,reasoning,0.1,7,5,5,1,0.14285714285714285,0.07692307692307693
functional_contribution,coding,reasoning,0.1,7,6,6,4,0.5714285714285714,0.4
functional_contribution,coding,reasoning,0.1,7,7,7,2,0.2857142857142857,0.16666666666666666
functional_contribution,coding,reasoning,0.1,7,8,8,1,0.14285714285714285,0.07692307692307693
functional_contribution,coding,reasoning,0.1,7,9,9,4,0.5714285714285714,0.4
functional_contribution,coding,reasoning,0.1,7,10,10,2,0.2857142857142857,0.16666666666666666
functional_contribution,coding,reasoning,0.1,7,11,11,3,0.42857142857142855,0.2727272727272727
functional_contribution,coding,reasoning,0.1,7,12,12,2,0.2857142857142857,0.16666666666666666
functional_contribution,coding,reasoning,0.1,7,13,13,2,0.2857142857142857,0.16666666666666666
functional_contribution,coding,reasoning,0.1,7,14,14,2,0.2857142857142857,0.16666666666666666
functional_contribution,coding,reasoning,0.1,7,15,15,3,0.42857142857142855,0.2727272727272727
functional_contribution,coding,reasoning,0.1,7,average,average,2.375,0.33928571428571425,0.21758935508935506
functional_contribution,coding,reasoning,0.25,16,0,0,8,0.5,0.3333333333333333
functional_contribution,coding,reasoning,0.25,16,1,1,6,0.375,0.23076923076923078
functional_contribution,coding,reasoning,0.25,16,2,2,8,0.5,0.3333333333333333
functional_contribution,coding,reasoning,0.25,16,3,3,8,0.5,0.3333333333333333
functional_contribution,coding,reasoning,0.25,16,4,4,9,0.5625,0.391304347826087
functional_contribution,coding,reasoning,0.25,16,5,5,8,0.5,0.3333333333333333
functional_contribution,coding,reasoning,0.25,16,6,6,11,0.6875,0.5238095238095238
functional_contribution,coding,reasoning,0.25,16,7,7,9,0.5625,0.391304347826087
functional_contribution,coding,reasoning,0.25,16,8,8,11,0.6875,0.5238095238095238
functional_contribution,coding,reasoning,0.25,16,9,9,8,0.5,0.3333333333333333
functional_contribution,coding,reasoning,0.25,16,10,10,10,0.625,0.45454545454545453
functional_contribution,coding,reasoning,0.25,16,11,11,10,0.625,0.45454545454545453
functional_contribution,coding,reasoning,0.25,16,12,12,9,0.5625,0.391304347826087
functional_contribution,coding,reasoning,0.25,16,13,13,7,0.4375,0.28
functional_contribution,coding,reasoning,0.25,16,14,14,7,0.4375,0.28
functional_contribution,coding,reasoning,0.25,16,15,15,10,0.625,0.45454545454545453
functional_contribution,coding,reasoning,0.25,16,average,average,8.6875,0.54296875,0.37766277201059806
functional_contribution,coding,reasoning,0.5,32,0,0,21,0.65625,0.4883720930232558
functional_contribution,coding,reasoning,0.5,32,1,1,19,0.59375,0.4222222222222222
functional_contribution,coding,reasoning,0.5,32,2,2,21,0.65625,0.4883720930232558
functional_contribution,coding,reasoning,0.5,32,3,3,21,0.65625,0.4883720930232558
functional_contribution,coding,reasoning,0.5,32,4,4,23,0.71875,0.5609756097560976
functional_contribution,coding,reasoning,0.5,32,5,5,21,0.65625,0.4883720930232558
functional_contribution,coding,reasoning,0.5,32,6,6,24,0.75,0.6
functional_contribution,coding,reasoning,0.5,32,7,7,22,0.6875,0.5238095238095238
functional_contribution,coding,reasoning,0.5,32,8,8,22,0.6875,0.5238095238095238
functional_contribution,coding,reasoning,0.5,32,9,9,20,0.625,0.45454545454545453
functional_contribution,coding,reasoning,0.5,32,10,10,19,0.59375,0.4222222222222222
functional_contribution,coding,reasoning,0.5,32,11,11,19,0.59375,0.4222222222222222
functional_contribution,coding,reasoning,0.5,32,12,12,19,0.59375,0.4222222222222222
functional_contribution,coding,reasoning,0.5,32,13,13,19,0.59375,0.4222222222222222
functional_contribution,coding,reasoning,0.5,32,14,14,21,0.65625,0.4883720930232558
functional_contribution,coding,reasoning,0.5,32,15,15,18,0.5625,0.391304347826087
functional_contribution,coding,reasoning,0.5,32,average,average,20.5625,0.642578125,0.47546350224837985
