metric,domain_a,domain_b,threshold,top_k,layer,layer_ordinal,intersection,overlap_fraction,jaccard_similarity
gate_mass,math,coding,0.25,16,13,13,7,0.4375,0.28
gate_mass,math,coding,0.25,16,14,14,6,0.375,0.23076923076923078
gate_mass,math,coding,0.25,16,15,15,5,0.3125,0.18518518518518517
gate_mass,math,coding,0.25,16,average,average,6.4375,0.40234375,0.25393569393569393
gate_mass,math,coding,0.5,32,0,0,18,0.5625,0.391304347826087
gate_mass,math,coding,0.5,32,1,1,22,0.6875,0.5238095238095238
gate_mass,math,coding,0.5,32,2,2,19,0.59375,0.4222222222222222
gate_mass,math,coding,0.5,32,3,3,19,0.59375,0.4222222222222222
gate_mass,math,coding,0.5,32,4,4,20,0.625,0.45454545454545453
gate_mass,math,coding,0.5,32,5,5,21,0.65625,0.4883720930232558
gate_mass,math,coding,0.5,32,6,6,22,0.6875,0.5238095238095238
gate_mass,math,coding,0.5,32,7,7,21,0.65625,0.4883720930232558
gate_mass,math,coding,0.5,32,8,8,20,0.625,0.45454545454545453
gate_mass,math,coding,0.5,32,9,9,15,0.46875,0.30612244897959184
gate_mass,math,coding,0.5,32,10,10,17,0.53125,0.3617021276595745
gate_mass,math,coding,0.5,32,11,11,17,0.53125,0.3617021276595745
gate_mass,math,coding,0.5,32,12,12,17,0.53125,0.3617021276595745
gate_mass,math,coding,0.5,32,13,13,15,0.46875,0.30612244897959184
gate_mass,math,coding,0.5,32,14,14,11,0.34375,0.20754716981132076
gate_mass,math,coding,0.5,32,15,15,15,0.46875,0.30612244897959184
gate_mass,math,coding,0.5,32,average,average,18.0625,0.564453125,0.3987639896722387
gate_mass,math,reasoning,0.1,7,0,0,2,0.2857142857142857,0.16666666666666666
gate_mass,math,reasoning,0.1,7,1,1,3,0.42857142857142855,0.2727272727272727
gate_mass,math,reasoning,0.1,7,2,2,2,0.2857142857142857,0.16666666666666666
gate_mass,math,reasoning,0.1,7,3,3,3,0.42857142857142855,0.2727272727272727
gate_mass,math,reasoning,0.1,7,4,4,2,0.2857142857142857,0.16666666666666666
gate_mass,math,reasoning,0.1,7,5,5,3,0.42857142857142855,0.2727272727272727
gate_mass,math,reasoning,0.1,7,6,6,4,0.5714285714285714,0.4
gate_mass,math,reasoning,0.1,7,7,7,0,0.0,0.0
gate_mass,math,reasoning,0.1,7,8,8,1,0.14285714285714285,0.07692307692307693
gate_mass,math,reasoning,0.1,7,9,9,3,0.42857142857142855,0.2727272727272727
gate_mass,math,reasoning,0.1,7,10,10,2,0.2857142857142857,0.16666666666666666
gate_mass,math,reasoning,0.1,7,11,11,3,0.42857142857142855,0.2727272727272727
gate_mass,math,reasoning,0.1,7,12,12,2,0.2857142857142857,0.16666666666666666
gate_mass,math,reasoning,0.1,7,13,13,2,0.2857142857142857,0.16666666666666666
gate_mass,math,reasoning,0.1,7,14,14,4,0.5714285714285714,0.4
gate_mass,math,reasoning,0.1,7,15,15,2,0.2857142857142857,0.16666666666666666
gate_mass,math,reasoning,0.1,7,average,average,2.375,0.33928571428571425,0.21295163170163167
gate_mass,math,reasoning,0.25,16,0,0,7,0.4375,0.28
gate_mass,math,reasoning,0.25,16,1,1,8,0.5,0.3333333333333333
gate_mass,math,reasoning,0.25,16,2,2,8,0.5,0.3333333333333333
gate_mass,math,reasoning,0.25,16,3,3,10,0.625,0.45454545454545453
gate_mass,math,reasoning,0.25,16,4,4,8,0.5,0.3333333333333333
gate_mass,math,reasoning,0.25,16,5,5,6,0.375,0.23076923076923078
gate_mass,math,reasoning,0.25,16,6,6,8,0.5,0.3333333333333333
gate_mass,math,reasoning,0.25,16,7,7,10,0.625,0.45454545454545453
gate_mass,math,reasoning,0.25,16,8,8,10,0.625,0.45454545454545453
gate_mass,math,reasoning,0.25,16,9,9,10,0.625,0.45454545454545453
gate_mass,math,reasoning,0.25,16,10,10,10,0.625,0.45454545454545453
gate_mass,math,reasoning,0.25,16,11,11,11,0.6875,0.5238095238095238
gate_mass,math,reasoning,0.25,16,12,12,8,0.5,0.3333333333333333
gate_mass,math,reasoning,0.25,16,13,13,10,0.625,0.45454545454545453
gate_mass,math,reasoning,0.25,16,14,14,9,0.5625,0.391304347826087
gate_mass,math,reasoning,0.25,16,15,15,11,0.6875,0.5238095238095238
gate_mass,math,reasoning,0.25,16,average,average,9.0,0.5625,0.39647700125960994
gate_mass,math,reasoning,0.5,32,0,0,23,0.71875,0.5609756097560976
gate_mass,math,reasoning,0.5,32,1,1,26,0.8125,0.6842105263157895
gate_mass,math,reasoning,0.5,32,2,2,24,0.75,0.6
gate_mass,math,reasoning,0.5,32,3,3,26,0.8125,0.6842105263157895
gate_mass,math,reasoning,0.5,32,4,4,25,0.78125,0.6410256410256411
gate_mass,math,reasoning,0.5,32,5,5,21,0.65625,0.4883720930232558
gate_mass,math,reasoning,0.5,32,6,6,28,0.875,0.7777777777777778
gate_mass,math,reasoning,0.5,32,7,7,27,0.84375,0.7297297297297297
gate_mass,math,reasoning,0.5,32,8,8,27,0.84375,0.7297297297297297
gate_mass,math,reasoning,0.5,32,9,9,24,0.75,0.6
gate_mass,math,reasoning,0.5,32,10,10,27,0.84375,0.7297297297297297
gate_mass,math,reasoning,0.5,32,11,11,26,0.8125,0.6842105263157895
gate_mass,math,reasoning,0.5,32,12,12,26,0.8125,0.6842105263157895
gate_mass,math,reasoning,0.5,32,13,13,26,0.8125,0.6842105263157895
gate_mass,math,reasoning,0.5,32,14,14,21,0.65625,0.4883720930232558
gate_mass,math,reasoning,0.5,32,15,15,26,0.8125,0.6842105263157895
gate_mass,math,reasoning,0.5,32,average,average,25.1875,0.787109375,0.6531859726056222
gate_mass,coding,reasoning,0.1,7,0,0,2,0.2857142857142857,0.16666666666666666
gate_mass,coding,reasoning,0.1,7,1,1,3,0.42857142857142855,0.2727272727272727
gate_mass,coding,reasoning,0.1,7,2,2,1,0.14285714285714285,0.07692307692307693
gate_mass,coding,reasoning,0.1,7,3,3,0,0.0,0.0
gate_mass,coding,reasoning,0.1,7,4,4,1,0.14285714285714285,0.07692307692307693
gate_mass,coding,reasoning,0.1,7,5,5,2,0.2857142857142857,0.16666666666666666
gate_mass,coding,reasoning,0.1,7,6,6,3,0.42857142857142855,0.2727272727272727
gate_mass,coding,reasoning,0.1,7,7,7,1,0.14285714285714285,0.07692307692307693
gate_mass,coding,reasoning,0.1,7,8,8,1,0.14285714285714285,0.07692307692307693
gate_mass,coding,reasoning,0.1,7,9,9,2,0.2857142857142857,0.16666666666666666
gate_mass,coding,reasoning,0.1,7,10,10,2,0.2857142857142857,0.16666666666666666
gate_mass,coding,reasoning,0.1,7,11,11,2,0.2857142857142857,0.16666666666666666
gate_mass,coding,reasoning,0.1,7,12,12,2,0.2857142857142857,0.16666666666666666
gate_mass,coding,reasoning,0.1,7,13,13,4,0.5714285714285714,0.4
gate_mass,coding,reasoning,0.1,7,14,14,0,0.0,0.0
gate_mass,coding,reasoning,0.1,7,15,15,2,0.2857142857142857,0.16666666666666666
gate_mass,coding,reasoning,0.1,7,average,average,1.75,0.25,0.15123834498834499
gate_mass,coding,reasoning,0.25,16,0,0,8,0.5,0.3333333333333333
gate_mass,coding,reasoning,0.25,16,1,1,7,0.4375,0.28
gate_mass,coding,reasoning,0.25,16,2,2,9,0.5625,0.391304347826087
gate_mass,coding,reasoning,0.25,16,3,3,7,0.4375,0.28
gate_mass,coding,reasoning,0.25,16,4,4,5,0.3125,0.18518518518518517
gate_mass,coding,reasoning,0.25,16,5,5,8,0.5,0.3333333333333333
gate_mass,coding,reasoning,0.25,16,6,6,8,0.5,0.3333333333333333
gate_mass,coding,reasoning,0.25,16,7,7,7,0.4375,0.28
gate_mass,coding,reasoning,0.25,16,8,8,8,0.5,0.3333333333333333
gate_mass,coding,reasoning,0.25,16,9,9,8,0.5,0.3333333333333333
gate_mass,coding,reasoning,0.25,16,10,10,9,0.5625,0.391304347826087
gate_mass,coding,reasoning,0.25,16,11,11,7,0.4375,0.28
gate_mass,coding,reasoning,0.25,16,12,12,7,0.4375,0.28
gate_mass,coding,reasoning,0.25,16,13,13,6,0.375,0.23076923076923078
gate_mass,coding,reasoning,0.25,16,14,14,4,0.25,0.14285714285714285
gate_mass,coding,reasoning,0.25,16,15,15,7,0.4375,0.28
gate_mass,coding,reasoning,0.25,16,average,average,7.1875,0.44921875,0.2930054325706499
gate_mass,coding,reasoning,0.5,32,0,0,19,0.59375,0.4222222222222222
gate_mass,coding,reasoning,0.5,32,1,1,22,0.6875,0.5238095238095238
gate_mass,coding,reasoning,0.5,32,2,2,21,0.65625,0.4883720930232558
gate_mass,coding,reasoning,0.5,32,3,3,21,0.65625,0.4883720930232558
gate_mass,coding,reasoning,0.5,32,4,4,21,0.65625,0.4883720930232558
gate_mass,coding,reasoning,0.5,32,5,5,21,0.65625,0.4883720930232558
gate_mass,coding,reasoning,0.5,32,6,6,23,0.71875,0.5609756097560976
gate_mass,coding,reasoning,0.5,32,7,7,21,0.65625,0.4883720930232558
gate_mass,coding,reasoning,0.5,32,8,8,21,0.65625,0.4883720930232558
gate_mass,coding,reasoning,0.5,32,9,9,20,0.625,0.45454545454545453
gate_mass,coding,reasoning,0.5,32,10,10,19,0.59375,0.4222222222222222
gate_mass,coding,reasoning,0.5,32,11,11,18,0.5625,0.391304347826087
gate_mass,coding,reasoning,0.5,32,12,12,17,0.53125,0.3617021276595745
gate_mass,coding,reasoning,0.5,32,13,13,16,0.5,0.3333333333333333
gate_mass,coding,reasoning,0.5,32,14,14,16,0.5,0.3333333333333333
gate_mass,coding,reasoning,0.5,32,15,15,18,0.5625,0.391304347826087
gate_mass,coding,reasoning,0.5,32,average,average,19.625,0.61328125,0.4453115675420919
functional_contribution,general,math,0.1,7,0,0,3,0.42857142857142855,0.2727272727272727
functional_contribution,general,math,0.1,7,1,1,5,0.7142857142857143,0.5555555555555556
functional_contribution,general,math,0.1,7,2,2,2,0.2857142857142857,0.16666666666666666
functional_contribution,general,math,0.1,7,3,3,2,0.2857142857142857,0.16666666666666666
functional_contribution,general,math,0.1,7,4,4,3,0.42857142857142855,0.2727272727272727
functional_contribution,general,math,0.1,7,5,5,1,0.14285714285714285,0.07692307692307693
functional_contribution,general,math,0.1,7,6,6,1,0.14285714285714285,0.07692307692307693
functional_contribution,general,math,0.1,7,7,7,1,0.14285714285714285,0.07692307692307693
functional_contribution,general,math,0.1,7,8,8,1,0.14285714285714285,0.07692307692307693
functional_contribution,general,math,0.1,7,9,9,2,0.2857142857142857,0.16666666666666666
functional_contribution,general,math,0.1,7,10,10,3,0.42857142857142855,0.2727272727272727
functional_contribution,general,math,0.1,7,11,11,2,0.2857142857142857,0.16666666666666666
functional_contribution,general,math,0.1,7,12,12,2,0.2857142857142857,0.16666666666666666
functional_contribution,general,math,0.1,7,13,13,2,0.2857142857142857,0.16666666666666666
functional_contribution,general,math,0.1,7,14,14,1,0.14285714285714285,0.07692307692307693
functional_contribution,general,math,0.1,7,15,15,3,0.42857142857142855,0.2727272727272727
functional_contribution,general,math,0.1,7,average,average,2.125,0.30357142857142855,0.18944250194250195
functional_contribution,general,math,0.25,16,0,0,6,0.375,0.23076923076923078
functional_contribution,general,math,0.25,16,1,1,12,0.75,0.6
functional_contribution,general,math,0.25,16,2,2,8,0.5,0.3333333333333333
functional_contribution,general,math,0.25,16,3,3,8,0.5,0.3333333333333333
functional_contribution,general,math,0.25,16,4,4,7,0.4375,0.28
functional_contribution,general,math,0.25,16,5,5,6,0.375,0.23076923076923078
functional_contribution,general,math,0.25,16,6,6,4,0.25,0.14285714285714285
functional_contribution,general,math,0.25,16,7,7,6,0.375,0.23076923076923078
functional_contribution,general,math,0.25,16,8,8,5,0.3125,0.18518518518518517
functional_contribution,general,math,0.25,16,9,9,6,0.375,0.23076923076923078
functional_contribution,general,math,0.25,16,10,10,6,0.375,0.23076923076923078
functional_contribution,general,math,0.25,16,11,11,8,0.5,0.3333333333333333
functional_contribution,general,math,0.25,16,12,12,8,0.5,0.3333333333333333
functional_contribution,general,math,0.25,16,13,13,7,0.4375,0.28
functional_contribution,general,math,0.25,16,14,14,6,0.375,0.23076923076923078
functional_contribution,general,math,0.25,16,15,15,8,0.5,0.3333333333333333
functional_contribution,general,math,0.25,16,average,average,6.9375,0.43359375,0.28370777370777367
functional_contribution,general,math,0.5,32,0,0,20,0.625,0.45454545454545453
functional_contribution,general,math,0.5,32,1,1,24,0.75,0.6
functional_contribution,general,math,0.5,32,2,2,20,0.625,0.45454545454545453
functional_contribution,general,math,0.5,32,3,3,20,0.625,0.45454545454545453
functional_contribution,general,math,0.5,32,4,4,19,0.59375,0.4222222222222222
functional_contribution,general,math,0.5,32,5,5,19,0.59375,0.4222222222222222
functional_contribution,general,math,0.5,32,6,6,20,0.625,0.45454545454545453
functional_contribution,general,math,0.5,32,7,7,18,0.5625,0.391304347826087
functional_contribution,general,math,0.5,32,8,8,20,0.625,0.45454545454545453
functional_contribution,general,math,0.5,32,9,9,18,0.5625,0.391304347826087
functional_contribution,general,math,0.5,32,10,10,19,0.59375,0.4222222222222222
functional_contribution,general,math,0.5,32,11,11,23,0.71875,0.5609756097560976
functional_contribution,general,math,0.5,32,12,12,19,0.59375,0.4222222222222222
functional_contribution,general,math,0.5,32,13,13,21,0.65625,0.4883720930232558
functional_contribution,general,math,0.5,32,14,14,25,0.78125,0.6410256410256411
functional_contribution,general,math,0.5,32,15,15,22,0.6875,0.5238095238095238
functional_contribution,general,math,0.5,32,average,average,20.4375,0.638671875,0.4724004828051783
functional_contribution,general,coding,0.1,7,0,0,2,0.2857142857142857,0.16666666666666666
functional_contribution,general,coding,0.1,7,1,1,3,0.42857142857142855,0.2727272727272727
functional_contribution,general,coding,0.1,7,2,2,1,0.14285714285714285,0.07692307692307693
functional_contribution,general,coding,0.1,7,3,3,3,0.42857142857142855,0.2727272727272727
functional_contribution,general,coding,0.1,7,4,4,1,0.14285714285714285,0.07692307692307693
functional_contribution,general,coding,0.1,7,5,5,0,0.0,0.0
functional_contribution,general,coding,0.1,7,6,6,2,0.2857142857142857,0.16666666666666666
functional_contribution,general,coding,0.1,7,7,7,0,0.0,0.0
functional_contribution,general,coding,0.1,7,8,8,0,0.0,0.0
functional_contribution,general,coding,0.1,7,9,9,2,0.2857142857142857,0.16666666666666666
functional_contribution,general,coding,0.1,7,10,10,0,0.0,0.0
functional_contribution,general,coding,0.1,7,11,11,2,0.2857142857142857,0.16666666666666666
functional_contribution,general,coding,0.1,7,12,12,0,0.0,0.0
functional_contribution,general,coding,0.1,7,13,13,0,0.0,0.0
functional_contribution,general,coding,0.1,7,14,14,1,0.14285714285714285,0.07692307692307693
functional_contribution,general,coding,0.1,7,15,15,0,0.0,0.0
functional_contribution,general,coding,0.1,7,average,average,1.0625,0.15178571428571425,0.09018065268065267
functional_contribution,general,coding,0.25,16,0,0,6,0.375,0.23076923076923078
functional_contribution,general,coding,0.25,16,1,1,7,0.4375,0.28
functional_contribution,general,coding,0.25,16,2,2,3,0.1875,0.10344827586206896
functional_contribution,general,coding,0.25,16,3,3,5,0.3125,0.18518518518518517
functional_contribution,general,coding,0.25,16,4,4,4,0.25,0.14285714285714285
functional_contribution,general,coding,0.25,16,5,5,2,0.125,0.06666666666666667
functional_contribution,general,coding,0.25,16,6,6,2,0.125,0.06666666666666667
functional_contribution,general,coding,0.25,16,7,7,3,0.1875,0.10344827586206896
functional_contribution,general,coding,0.25,16,8,8,3,0.1875,0.10344827586206896
functional_contribution,general,coding,0.25,16,9,9,5,0.3125,0.18518518518518517
functional_contribution,general,coding,0.25,16,10,10,4,0.25,0.14285714285714285
functional_contribution,general,coding,0.25,16,11,11,5,0.3125,0.18518518518518517
functional_contribution,general,coding,0.25,16,12,12,3,0.1875,0.10344827586206896
functional_contribution,general,coding,0.25,16,13,13,0,0.0,0.0
functional_contribution,general,coding,0.25,16,14,14,3,0.1875,0.10344827586206896
functional_contribution,general,coding,0.25,16,15,15,4,0.25,0.14285714285714285
functional_contribution,general,coding,0.25,16,average,average,3.6875,0.23046875,0.13409193297124333
functional_contribution,general,coding,0.5,32,0,0,22,0.6875,0.5238095238095238
functional_contribution,general,coding,0.5,32,1,1,21,0.65625,0.4883720930232558
functional_contribution,general,coding,0.5,32,2,2,15,0.46875,0.30612244897959184
functional_contribution,general,coding,0.5,32,3,3,15,0.46875,0.30612244897959184
functional_contribution,general,coding,0.5,32,4,4,16,0.5,0.3333333333333333
functional_contribution,general,coding,0.5,32,5,5,16,0.5,0.3333333333333333
functional_contribution,general,coding,0.5,32,6,6,17,0.53125,0.3617021276595745
functional_contribution,general,coding,0.5,32,7,7,17,0.53125,0.3617021276595745
functional_contribution,general,coding,0.5,32,8,8,19,0.59375,0.4222222222222222
functional_contribution,general,coding,0.5,32,9,9,15,0.46875,0.30612244897959184
functional_contribution,general,coding,0.5,32,10,10,14,0.4375,0.28
functional_contribution,general,coding,0.5,32,11,11,17,0.53125,0.3617021276595745
functional_contribution,general,coding,0.5,32,12,12,15,0.46875,0.30612244897959184
functional_contribution,general,coding,0.5,32,13,13,15,0.46875,0.30612244897959184
functional_contribution,general,coding,0.5,32,14,14,16,0.5,0.3333333333333333
functional_contribution,general,coding,0.5,32,15,15,14,0.4375,0.28
functional_contribution,general,coding,0.5,32,average,average,16.5,0.515625,0.3506326541832303
functional_contribution,general,reasoning,0.1,7,0,0,3,0.42857142857142855,0.2727272727272727
functional_contribution,general,reasoning,0.1,7,1,1,3,0.42857142857142855,0.2727272727272727
functional_contribution,general,reasoning,0.1,7,2,2,3,0.42857142857142855,0.2727272727272727
functional_contribution,general,reasoning,0.1,7,3,3,2,0.2857142857142857,0.16666666666666666
functional_contribution,general,reasoning,0.1,7,4,4,2,0.2857142857142857,0.16666666666666666
functional_contribution,general,reasoning,0.1,7,5,5,0,0.0,0.0
functional_contribution,general,reasoning,0.1,7,6,6,1,0.14285714285714285,0.07692307692307693
functional_contribution,general,reasoning,0.1,7,7,7,1,0.14285714285714285,0.07692307692307693
functional_contribution,general,reasoning,0.1,7,8,8,2,0.2857142857142857,0.16666666666666666
functional_contribution,general,reasoning,0.1,7,9,9,2,0.2857142857142857,0.16666666666666666
functional_contribution,general,reasoning,0.1,7,10,10,2,0.2857142857142857,0.16666666666666666
functional_contribution,general,reasoning,0.1,7,11,11,1,0.14285714285714285,0.07692307692307693
functional_contribution,general,reasoning,0.1,7,12,12,1,0.14285714285714285,0.07692307692307693
functional_contribution,general,reasoning,0.1,7,13,13,1,0.14285714285714285,0.07692307692307693
functional_contribution,general,reasoning,0.1,7,14,14,1,0.14285714285714285,0.07692307692307693
functional_contribution,general,reasoning,0.1,7,15,15,1,0.14285714285714285,0.07692307692307693
functional_contribution,general,reasoning,0.1,7,average,average,1.625,0.23214285714285712,0.1368735431235431
functional_contribution,general,reasoning,0.25,16,0,0,5,0.3125,0.18518518518518517
functional_contribution,general,reasoning,0.25,16,1,1,10,0.625,0.45454545454545453
functional_contribution,general,reasoning,0.25,16,2,2,6,0.375,0.23076923076923078
functional_contribution,general,reasoning,0.25,16,3,3,7,0.4375,0.28
functional_contribution,general,reasoning,0.25,16,4,4,4,0.25,0.14285714285714285
functional_contribution,general,reasoning,0.25,16,5,5,3,0.1875,0.10344827586206896
functional_contribution,general,reasoning,0.25,16,6,6,3,0.1875,0.10344827586206896
functional_contribution,general,reasoning,0.25,16,7,7,6,0.375,0.23076923076923078
functional_contribution,general,reasoning,0.25,16,8,8,6,0.375,0.23076923076923078
functional_contribution,general,reasoning,0.25,16,9,9,4,0.25,0.14285714285714285
functional_contribution,general,reasoning,0.25,16,10,10,4,0.25,0.14285714285714285
functional_contribution,general,reasoning,0.25,16,11,11,5,0.3125,0.18518518518518517
functional_contribution,general,reasoning,0.25,16,12,12,6,0.375,0.23076923076923078
functional_contribution,general,reasoning,0.25,16,13,13,7,0.4375,0.28
functional_contribution,general,reasoning,0.25,16,14,14,6,0.375,0.23076923076923078
functional_contribution,general,reasoning,0.25,16,15,15,8,0.5,0.3333333333333333
functional_contribution,general,reasoning,0.25,16,average,average,5.625,0.3515625,0.21922270577442993
functional_contribution,general,reasoning,0.5,32,0,0,15,0.46875,0.30612244897959184
functional_contribution,general,reasoning,0.5,32,1,1,23,0.71875,0.5609756097560976
functional_contribution,general,reasoning,0.5,32,2,2,17,0.53125,0.3617021276595745
functional_contribution,general,reasoning,0.5,32,3,3,20,0.625,0.45454545454545453
functional_contribution,general,reasoning,0.5,32,4,4,19,0.59375,0.4222222222222222
functional_contribution,general,reasoning,0.5,32,5,5,15,0.46875,0.30612244897959184
functional_contribution,general,reasoning,0.5,32,6,6,20,0.625,0.45454545454545453
functional_contribution,general,reasoning,0.5,32,7,7,18,0.5625,0.391304347826087
functional_contribution,general,reasoning,0.5,32,8,8,19,0.59375,0.4222222222222222
functional_contribution,general,reasoning,0.5,32,9,9,19,0.59375,0.4222222222222222
functional_contribution,general,reasoning,0.5,32,10,10,19,0.59375,0.4222222222222222
functional_contribution,general,reasoning,0.5,32,11,11,23,0.71875,0.5609756097560976
functional_contribution,general,reasoning,0.5,32,12,12,20,0.625,0.45454545454545453
functional_contribution,general,reasoning,0.5,32,13,13,22,0.6875,0.5238095238095238
functional_contribution,general,reasoning,0.5,32,14,14,19,0.59375,0.4222222222222222
functional_contribution,general,reasoning,0.5,32,15,15,22,0.6875,0.5238095238095238
functional_contribution,general,reasoning,0.5,32,average,average,19.375,0.60546875,0.4380980697077227
functional_contribution,math,coding,0.1,7,0,0,2,0.2857142857142857,0.16666666666666666
functional_contribution,math,coding,0.1,7,1,1,4,0.5714285714285714,0.4
functional_contribution,math,coding,0.1,7,2,2,1,0.14285714285714285,0.07692307692307693
functional_contribution,math,coding,0.1,7,3,3,2,0.2857142857142857,0.16666666666666666
functional_contribution,math,coding,0.1,7,4,4,2,0.2857142857142857,0.16666666666666666
functional_contribution,math,coding,0.1,7,5,5,2,0.2857142857142857,0.16666666666666666
functional_contribution,math,coding,0.1,7,6,6,3,0.42857142857142855,0.2727272727272727
functional_contribution,math,coding,0.1,7,7,7,2,0.2857142857142857,0.16666666666666666
functional_contribution,math,coding,0.1,7,8,8,2,0.2857142857142857,0.16666666666666666
functional_contribution,math,coding,0.1,7,9,9,3,0.42857142857142855,0.2727272727272727
functional_contribution,math,coding,0.1,7,10,10,1,0.14285714285714285,0.07692307692307693
functional_contribution,math,coding,0.1,7,11,11,3,0.42857142857142855,0.2727272727272727
functional_contribution,math,coding,0.1,7,12,12,2,0.2857142857142857,0.16666666666666666
functional_contribution,math,coding,0.1,7,13,13,2,0.2857142857142857,0.16666666666666666
functional_contribution,math,coding,0.1,7,14,14,0,0.0,0.0
functional_contribution,math,coding,0.1,7,15,15,3,0.42857142857142855,0.2727272727272727
functional_contribution,math,coding,0.1,7,average,average,2.125,0.30357142857142855,0.18613053613053612
functional_contribution,math,coding,0.25,16,0,0,9,0.5625,0.391304347826087
functional_contribution,math,coding,0.25,16,1,1,7,0.4375,0.28
functional_contribution,math,coding,0.25,16,2,2,7,0.4375,0.28
functional_contribution,math,coding,0.25,16,3,3,7,0.4375,0.28
functional_contribution,math,coding,0.25,16,4,4,8,0.5,0.3333333333333333
functional_contribution,math,coding,0.25,16,5,5,6,0.375,0.23076923076923078
functional_contribution,math,coding,0.25,16,6,6,10,0.625,0.45454545454545453
functional_contribution,math,coding,0.25,16,7,7,6,0.375,0.23076923076923078
functional_contribution,math,coding,0.25,16,8,8,8,0.5,0.3333333333333333
functional_contribution,math,coding,0.25,16,9,9,6,0.375,0.23076923076923078
functional_contribution,math,coding,0.25,16,10,10,7,0.4375,0.28
functional_contribution,math,coding,0.25,16,11,11,6,0.375,0.23076923076923078
functional_contribution,math,coding,0.25,16,12,12,6,0.375,0.23076923076923078
functional_contribution,math,coding,0.25,16,13,13,5,0.3125,0.18518518518518517
functional_contribution,math,coding,0.25,16,14,14,6,0.375,0.23076923076923078
functional_contribution,math,coding,0.25,16,15,15,8,0.5,0.3333333333333333
functional_contribution,math,coding,0.25,16,average,average,7.0,0.4375,0.28347814826075696
functional_contribution,math,coding,0.5,32,0,0,21,0.65625,0.4883720930232558
functional_contribution,math,coding,0.5,32,1,1,21,0.65625,0.4883720930232558
functional_contribution,math,coding,0.5,32,2,2,20,0.625,0.45454545454545453
functional_contribution,math,coding,0.5,32,3,3,20,0.625,0.45454545454545453
functional_contribution,math,coding,0.5,32,4,4,21,0.65625,0.4883720930232558
functional_contribution,math,coding,0.5,32,5,5,19,0.59375,0.4222222222222222
functional_contribution,math,coding,0.5,32,6,6,22,0.6875,0.5238095238095238
functional_contribution,math,coding,0.5,32,7,7,21,0.65625,0.4883720930232558
functional_contribution,math,coding,0.5,32,8,8,21,0.65625,0.4883720930232558
functional_contribution,math,coding,0.5,32,9,9,18,0.5625,0.391304347826087
functional_contribution,math,coding,0.5,32,10,10,18,0.5625,0.391304347826087
functional_contribution,math,coding,0.5,32,11,11,21,0.65625,0.4883720930232558
functional_contribution,math,coding,0.5,32,12,12,19,0.59375,0.4222222222222222
functional_contribution,math,coding,0.5,32,13,13,17,0.53125,0.3617021276595745
functional_contribution,math,coding,0.5,32,14,14,17,0.53125,0.3617021276595745
functional_contribution,math,coding,0.5,32,15,15,16,0.5,0.3333333333333333
functional_contribution,math,coding,0.5,32,average,average,19.5,0.609375,0.4404327324868168
functional_contribution,math,reasoning,0.1,7,0,0,4,0.5714285714285714,0.4
functional_contribution,math,reasoning,0.1,7,1,1,4,0.5714285714285714,0.4
functional_contribution,math,reasoning,0.1,7,2,2,2,0.2857142857142857,0.16666666666666666
functional_contribution,math,reasoning,0.1,7,3,3,3,0.42857142857142855,0.2727272727272727
functional_contribution,math,reasoning,0.1,7,4,4,4,0.5714285714285714,0.4
functional_contribution,math,reasoning,0.1,7,5,5,2,0.2857142857142857,0.16666666666666666
functional_contribution,math,reasoning,0.1,7,6,6,5,0.7142857142857143,0.5555555555555556
functional_contribution,math,reasoning,0.1,7,7,7,1,0.14285714285714285,0.07692307692307693
functional_contribution,math,reasoning,0.1,7,8,8,2,0.2857142857142857,0.16666666666666666
functional_contribution,math,reasoning,0.1,7,9,9,3,0.42857142857142855,0.2727272727272727
functional_contribution,math,reasoning,0.1,7,10,10,3,0.42857142857142855,0.2727272727272727
functional_contribution,math,reasoning,0.1,7,11,11,3,0.42857142857142855,0.2727272727272727
functional_contribution,math,reasoning,0.1,7,12,12,3,0.42857142857142855,0.2727272727272727
functional_contribution,math,reasoning,0.1,7,13,13,3,0.42857142857142855,0.2727272727272727
functional_contribution,math,reasoning,0.1,7,14,14,3,0.42857142857142855,0.2727272727272727
functional_contribution,math,reasoning,0.1,7,15,15,3,0.42857142857142855,0.2727272727272727
functional_contribution,math,reasoning,0.1,7,average,average,3.0,0.42857142857142855,0.2821435508935509
functional_contribution,math,reasoning,0.25,16,0,0,8,0.5,0.3333333333333333
functional_contribution,math,reasoning,0.25,16,1,1,11,0.6875,0.5238095238095238
functional_contribution,math,reasoning,0.25,16,2,2,9,0.5625,0.391304347826087
functional_contribution,math,reasoning,0.25,16,3,3,11,0.6875,0.5238095238095238
functional_contribution,math,reasoning,0.25,16,4,4,8,0.5,0.3333333333333333
functional_contribution,math,reasoning,0.25,16,5,5,7,0.4375,0.28
functional_contribution,math,reasoning,0.25,16,6,6,9,0.5625,0.391304347826087
functional_contribution,math,reasoning,0.25,16,7,7,10,0.625,0.45454545454545453
functional_contribution,math,reasoning,0.25,16,8,8,9,0.5625,0.391304347826087
functional_contribution,math,reasoning,0.25,16,9,9,10,0.625,0.45454545454545453
functional_contribution,math,reasoning,0.25,16,10,10,10,0.625,0.45454545454545453
functional_contribution,math,reasoning,0.25,16,11,11,7,0.4375,0.28
